id,label,review
41,0,"First, what I didn't like. The acting was not really up to the Hamlet standard. Branagh was really over-the-top, doing a lot of yelling mostly. In my opinion, those actors who were not big-name celebrities generally did a better job; though I would except Billy Crystal and Robin Williams. (And Charlton Heston, too, but I wasn't sure if he was playing at being a hack.) A lot of the ambiguities in the play were clearly resolved one way in the flashbacks.<br /><br />What I think speaks very much in this play's favor is that it is accessible. Shakespeare is hard to understand for the vast majority of people nowadays; many people are not even inclined to try, because of its reputation as Serious Literature and its archaic English. If they see this film they will understand clearly at least one man's interpretation of the play. They will be seeing it more as Shakespeare's audiences saw it: a play with sword fights and battles, and mighty kings and nobles, murder and incest and evil schemes and ghosts--and great art, if one cares to look for it, but in Shakespeare's day most didn't, any more than most people do now. Branagh's overacting, and his forcing of his interpretation of the story on the viewer, may detract from Shakespeare's art somewhat, but it is better that modern audiences get a piece of it, rather than nothing.<br /><br />I've got to say one more thing though. Some people are complaining that 'it's set in the 19th century and that wasn't Shakespeare's time'. Well, in Shakespeare's time their costume and scenery was that of their own day for all of their plays. Shakespeare may have SAID it's in the days of ancient Rome or medieval Denmark or whatever, but he didn't dress his characters up like they were, he used the costumes of his own time. For the same reason his plays are full of anachronisms. For example, in King John the English and French have cannons--in Robin Hood's day. In Julius Caesar they talk of chimneys, which wouldn't be invented for another thousand years, and in Henry IV they talk about Machiavelli, who wasn't even born yet then. So I think this objection is silly--you might as well complain that the play isn't in Danish (after all they live in Denmark don't they?)."
42,1,"This movie was awful. I had a very difficult time watching this all the way through. I didn't get the point of the movie. What was the point of this movie? The soundtrack was bad, acting was bad and the story uninspiring. The two main characters in the movie were very boring and their dialog was uninteresting. There was no chemistry among any of the cast members. I don't know this for a fact, but I suspect that most of the actors were first timers. The movie could have easily been cut down to about an hour and half without losing the plot. That indicates how many useless scenes there were in the movie. I would have rather ha a root canal during the two hours of the movie. I want those two hours back! If you want to watch good, funny movie that is family friendly and made by a bunch of mormons, watch Napoleon Dynamite instead."
43,0,"Since I am a fan of Natalie Portman, I had to see the movie. I enjoyed every minute of it. It plays out in a very sincere way. Throughout the whole movie at seemed as if Natalie was the mother and Susan was the mother. Susan's character kept making bad decisions and kept getting burned because of it.<br /><br />I heard that there was supposed to be a love scene involving Natalie and some-guy (he's in Outside Providence) but Natalie would only accept the script if that scene was removed. And I think that is great. I think that a love scene would have ruined the tone of the film.<br /><br />Natalie must have a knack for picking good movies to be in because I haven't seen her in a bad film yet. So, any movie that has Natalie Portman will no doubt be seen by me.<br /><br />A good film. 7/10"
44,1,"QUESTION: How does a film merit two different titles like 'The Librarians' and 'Strike Force'? <br /><br />ANSWER: The film is sooooooooo bad that the filmmakers couldn't even decide on a title!!!! <br /><br />This film is a hodgepodge of martial arts, death wish-vendettas, melodrama, romance, and other cliché film techniques. The story focuses on a vigilante group called The Librarians led by Agent Simon (WIlliam Forsythe). The group is hot in pursuit of a nefarious, multi-lingual, pockmarked creature named Marcos (Andrew Divoff) who captures women and holds them hostage in the lawless urban world of south Florida. <br /><br />Burt Reynolds appears as a cameo in this film, and his scene is entirely extraneous to the action. Burt delivers a long monologue in one of the strangest drawls I have ever heard. This may have been Burt's attempt at an Irish dialect, but the overall effect is a kind of perverse imitation of Marlon Brando in 'The Godfather.' <br /><br />Also appearing in this film is Erika Eleniak, who has infiltrated the inner circle of Marcos' bizarre world. Erika's character kick-boxes her way into an alliance with Simon. The Librarians and Erika will become a powerful strike force against evil in a film that has been delivered directly from the editing room to your cable TV converter box."
45,0,"This movie was clearly an early attempt for a new director, but still succeeded in being original and entertaining as well as in some moments thought-provoking. However, I have to say the story would not have come across as well without the stellar performance of Paul Anthony as Pip. He made the well written parts very believable and affecting, and the more weakly written parts much more bearable. Also, I have to mention the performance by Alan Cumming. It was refreshing to see him in a part like this. He brought a weight to his role that provided a very grounding element to the film. As for Paul Anthony: Who is this guy? Why haven't I seen more of him? Someone give him more roles, please!"
46,1,"'Lies' tells about an affair between an 18 year old bucktoothed female student and a scrawny 38 year old married man with the pair of protags spending about half the screen time engaged in naked sex and hokey whipping and the other half meandering through the pathetically naive storyline which seems little more than an excuse for the sex scenes. With very poor production value including obvious sanitary appliances and phony softcore sex to a story which is a messy mix of comedy and drama, 'Lies' quickly becomes redundant ad nauseam. With an almost 2 hour run, subtitles, and so little substance, 'Lies' is simply not recommendable. (C-)"
47,0,"Don't be fooled: this isn't yet another tired example of the Girls From Outer Space Pretending To Be The French Ski Team Come To Earth To Collect As Much Sperm As Possible genre, though the synopsis may suggest otherwise. This movie is a gem, an absolute jewel that has enriched my life from the moment I laid eyes upon it. Hilarious, exhilarating, action-packed, and stunningly erotic, 'Ach jodel mir noch einen' is a Euro-Madcap Tour-De-Force, a grossly underrated Bavarian classic.<br /><br />Stop everything you are doing and run out to rent, or better yet, BUY this movie immediately."
48,1,"Sorry, folks! This is without a doubt the worst film I have ever seen. Sometimes when a movie is really bad you can joke about it and have a good laugh (like Plan 9 from outer space), this movie is so bad you can´t even enjoy it on an ironic level."
49,0,"Daniel Day-Lewis is the most versatile actor alive. English aristocratic snob in A Room With a View, passionate Irish thief in In the Name of the Father, an impudent, violent butcher in Gangs of New York (in a performance ten times stronger than Adrian Brody's in the Pianist) and as the outrageous Cristy Brown with cerebral palsy in My Left Foot (just to name a few). His roles all influence eachother, but each is seperate, and utterly unique. He changes completely, with each character he takes on. And I'm beginning to believe that he can act as anything. Anything.<br /><br />As Cristy Brown he is stunning. He does not ridicule the character, and he does not pity the character. A difficult achievement. And Cristy Brown comes to life. A smart man. An outrageous man. Human.<br /><br />This movie, despite small scene-transition faults and the like, is an inspiration. Yes, it's predictable. But is it stupidly sentimental? No. I laughed. I cried. Not a single moment of cheese. Proof that this isn't a Hollywood movie.<br /><br />My favourite scene is the scene in the restaurant, when Cristy is discussing painters with Eileen, Peter and her friends. Here's where Daniel Day-Lewis reaches an acting climax. 'I'll kick you in the only part of your anatomy that's animated.' 'Wheel out the cripple!' And his performance never slows down, never falters, and is beautiful. Simply. He has a lot of screen time here. I watch it again again, and I never get tired of Cristy's perspicacious eyes, twitching and guttural speeches.<br /><br />A must-see. Fo sho, yo!"
50,1,"In a way this is the disaster Fellini has been working towards all his life. The line between absurd masterpiece and free association bullshit is very small, and what category a film will ultimately fit in will often just depend on personal feelings. That said, 'Casanova' left me in cold admiration for its sets and little more that cannot be summed up more adequately by Bukowski: <br /><br />'Casanova died too, just an old guy with a big cock and a long tongue and no guts at all. to say that he lived well is true; to say I could spit on his grave without feeling is also true. the ladies usually go for the biggest fool they can find; that is why the human race stands where it does today: we have bred the clever and lasting Casanovas, all hollow inside, like the Easter bunnies we foster upon our poor children.' <br /><br />As far as I could make it out, this is the position Fellini takes regarding his subject; granted, with more empathy, but disgusted nonetheless.<br /><br />Casanova's environment is made from decay and incestuous behavior, themes Fellini dealt with more pointedly in 'Satyricon'. The succession of plot is characteristic of soft porn, just without the coherence; and Donald Sutherland is ugly and slimy to the point of distraction.<br /><br />Yet, there might just be a point in portraying Casanova as an unsightly fool. And I challenge anybody to formulate this point without being obvious; Fellini couldn't. More than ever he seems here like a dirty old man - a maestro, for sure, but one whose impulses satisfy himself more than anybody else. I find it hard imagine an audience who enjoys this film. It was a story not worth telling."
51,0,"I caught this movie on IFC and I enjoyed it, although I felt like the editing job was a little rough, though it may have been deliberate. I had a little bit of a hard time figuring out what was going on at first because they seemed to be going for a little bit of a Pulp Fiction-style non-linear plot presentation. It seemed a little forced, though. I certainly think that the movie is worth watching, but I think it could have used a little cleaning up. Some scenes just don't seem to make sense after others. <br /><br />I'm surprised to see the rating here as low as it is. It's not outstanding, but it doesn't have any really serious problems. I gave it a 7/10. The movie did show at least that Laurence Fishburne can act when he wants to. They must have just told him not to in the Matrix movies."
52,1,"The Foreigner is a straight-to-video Steven Seagal film that was originally intended to be released as a theatrical feature in March, 2003, an intention which was reportedly reversed when Seagal's prior film (Half Past Dead) tanked at the box office. According to some reports, the film had a lavish $20 million budget, including location shoots in Warsaw and Paris, and was completed as part of the studio's obligation to a two-picture deal which was negotiated after the relative success of Exit Wounds seemed to indicate that Seagal still had a solid following.<br /><br />Despite the size of their investment, Sony Screen Gems probably made the right move in shelving this movie. It is nearly incomprehensible. What am I saying? It IS incomprehensible. I don't think I understood what was going on at all, except in the very broadest terms.<br /><br />Seagal is employed by a mysterious guy to deliver a mysterious package to another mysterious guy. Other mysterious guys try to stop him. Other highly mysterious guys try to kill the moderately mysterious guys who try to stop him. Other really, really mysterious guys do especially mysterious stuff, all of which which was in fact too mysterious for me to figure out. The intended recipient's mysterious wife tries to intercept the package before it can be delivered to her husband. Because he is a self-proclaimed 'consummate professional' who has been hired to deliver the package only into the hands of the husband, Seagal at first defies the wife, then later gets involved in protecting her and her daughter from other mysterious guys with unexplained agendas, as well as from her husband.<br /><br />Many people have mysterious, cryptic conversations. Many people blow each other's brains out. Some guys seem to die more than once, while in other scenes gunfights end without a clear view of the result, so the audience sees somebody die, but is not sure which one of the gunslingers is headed to boot hill. Allegiances shift often, adding further mystery. Or should I say confusion?<br /><br />I don't know who was on whose side, or what anybody really wanted, and the resolution was as unsatisfying as the exposition. At the end of the movie, I just sat there thinking, 'That's the end? What the ...?'<br /><br />I couldn't even figure out the credits. IMDb says that Aussie actress Kate Fischer (from 'Sirens') was in this film, but I'll be damned if I know where. Either she was left on the cutting room floor or she wisely opted out of the project. She could have found some activities more beneficial to her career, like having unnecessary surgery, ripping those pesky insert cards out of magazines, or taking some community college courses in animal husbandry.<br /><br />Seagal used to be a pretty fair hand-to-hand combatant, but the action scenes didn't manage to redeem this film at all. Seagal is in his 50's now and is a very large man, so he is reduced to a mimimal level of physical exertion and even during that he is contained in a knee-length coat to hide his inchoate Brandoesque girth. He might even get a little winded removing the wrappers from candy bars, although that's understandable if you estimate just how many of those he must have to eat to maintain his present girth.<br /><br />Steven Seagal seemed to be making a comeback with Exit Wounds, but if his last film was half past dead, this one must be pretty close to filling out the other half."
53,0,"I really enjoyed the pilot, it was as amazing as I hoped it would be, if not better. Patrick Warburton was a riot, although at first i thought that I wouldn't be able to stand his character. Him and Megyn Price Had little chemistry at all, but hopefully as the season goes on they'll get more comfortable around each other. It must have been weird for Megyn to go from being the star on her last show ['Grounded For Life'] to being a co-star. <br /><br />Bianca Kajlich and Oliver Hudson seem really new to the whole Sitcom scene, but I think in time they'll get better. David Spade's character, to my surprise, wasn't the whole focus of this pilot. The way he delivers his lines is so different from anyone else i've ever seen on TV, but I think that it is just his style. It works for him.<br /><br />I think that couples, or even singles, will be able to relate to all the doubts and fights and being unsure about your decisions, that this show is about. All the situations that the characters are put in just feel like real life, not sugar-coated like most shows.<br /><br />I hope for all the actors sakes that CBS gives them a chance. This show has the potential to be one of the best series, if just given the chance and time."
54,1,"Nikolai Gogol's story 'Viy' has been filmed again and released to home video in the US via Faith Films.<br /><br />The original story concerns a priest who has to watch over the body of a witch with only his faith to protect him. Greatly expanded and set in America, though clearly filmed in Russia (the houses,clothing and furnishing are all wrong despite the English signs), this is an odd film that doesn't really work.Part of it is the weird setting that tries very hard to be backwoods America but clearly isn't.There are also some weird, intentionally oblique moments as the main character being a reporter at the start and a priest a short time later. I'm not sure why they did that, even after watching the making of piece on the DVD) The other problem is the dubbing which is beyond awful. Its done in such away that everyone speaks when their lips are not on camera- or if they are the voices don't even remotely match the lip flaps. I don't know if its Faith Films fault or that of the producers who made the film hoping to dump into the West (revealed in the making of piece).<br /><br />The film isn't very good. As I've said it has all sorts of technical issues that just make this an odd ball curio. Despite some really good looking horror images the film never works as a horror film. As film to engender faith its much too confused in this retelling to amount to make anyone feel anyone closer to god.<br /><br />Given the choice I'd give it a pass, even at a bargain bin price. My advice would be to find the 1960's version of the tale called Viy which will bring both some shivers and some understanding about a belief in god."
55,0,"Critters 4 ranks as one of the greatest films of the twentieth century. The word classic has never been so aptly used as in describing this mind-blowing epic. I agree that the original Critters is the best of the series, but the claustrophobic tension of the space station in which Critters 4 is set really must be seen to be believed. I strongly recommend this to anyone interested in seeing one of twentieth century's major film landmarks."
56,1,"First: a warning.<br /><br />I recently saw this movie on DVD in the Universal 'Hitchcock Collection' series. The source print looks to be in immaculate condition, but the image is a bit soft, suggesting it might be a second generation copy straight from video. The framing is far too tight, so all the compositions are terrible. Even the title of the movie is cropped. I gather from other IMDb reviews that there is a much better version available.<br /><br />Mr and Mrs Smith is just a footnote to Hitchcock's career.<br /><br />In his lengthy interviews with Francois Truffaut in the Sixties, Hitchcock gave a comprehensive overview of his whole body of work, but all he could say about this picture is that he did it as a favour to Carole Lombard and that he didn't understand the characters so just photographed Norman Krasna's screenplay.<br /><br />In truth, there is not much more that needs to be said.<br /><br />It is a screwball comedy out of the same mould as It Happened One Night, His Girl Friday and Philapdelphia Story. Carole Lombard is a typically feisty wife who learns that her marriage is technically invalid, falls out with with her husband on the flimsiest of pretexts and spends most of the picture being 'adorably' unreasonable.<br /><br />Robert Montgomery does well enough as the put upon husband, but it is hard not to lose patience with him. Long before the end of the movie the audience is saying: 'dump the silly cow, she's not worth it.'<br /><br />Gene Raymond plays the best friend with whom she becomes engaged. He is supposed to be a courtly, 'old family' Southerner, although this is not obvious from his accent and only really becomes apparent in the drunk scene (which he otherwise plays very well). He is an honourable, generous, teetotal gentleman, so of course he is bullied and patronised by Robert Montgomery and made the butt of many of the jokes - although he is not as badly treated as the similar Ralph Bellamy character in His Girl Friday.<br /><br />This movie feels like it was made by people who only knew of screwball comedies by reputation, but hadn't actually seen one. For example, a good screwball comedy has a strong central idea with a number of on-going comic threads that continually intertwine and overlap. Here, all the comedy elements are just strung out, like beads on a necklace. This is screwball comedy by the numbers.<br /><br />It is the same with the direction. Typically, these comedies race along at an ever increasing pace that rises to near hysteria by the end. Hitchcock doesn't get this. His direction is somewhat lethargic and the picture becomes a stately succession of scenes that all seem slightly over-written (but under-nourished) and slightly too long. He was never a particularly good director of actors so he just lets the cast get on with it. They do OK.<br /><br />Hitchcock had a good sense of humour, which he frequently used in his thrillers, but he had no feel for comedy as a genre. His later Trouble with Harry was also a misfire, for similar reasons to this movie, but at least he was involved in that picture. Here he is just going through the motions.<br /><br />All the people connected with this movie were good solid professionals so it is not especially bad. It just feels a bit derivative, over-familiar, over-long and ultimately rather flat.<br /><br />Mr and Mrs Smith is one for Carole Lombard fans and Hitchcock completists only."
57,0,"Brilliant work. Marvelous actors dissolve as brave and courageous characters .All unforgettable parts in a more than intriguing and capturing action thriller. The casting is perfect. Both from the side of the stars like :Armand Asante, Bernhardt, Kier ,Denier. But as well for new faces .I was very impressed by the young actor who plays the boy gang member- Mustafa. You trust each one from the Turkish gang. Very convincing is Michael Barral and all white power followers. I admire the music beat of the main theme of 'Children of Wax'.This sound track is a charming mixture of Turkish, hard rock and Udo Kier's humming And in the same time Children of Wax 'a tale focusing on racial conflicts .The intolerance and brutality between the skinheads and the Turks."
58,1,"The title should have been 'The walker'. That was only he did walk.<br /><br />There was nothing on the movie that was good. The description of the movie doesn't really comply with the plot.<br /><br />The only thing that I can get from the movie is that he was a good son, but a low life terrible person.<br /><br />I'm sorry that I expend my money and time, on this movie. I saw people leaving the theater in the middle of the movie. I stayed hoping that it will better....what a mistake. I got worse.<br /><br />If there is a suggestion that I can make to he producer is to re-direct his life to another field, because making movies is definitely no his cup of tea"
59,0,"I must warn you, there are some spoilers in it. But to start it off, I got 'Spanish Judges' on February I think. It was mention it was the last copy, but as I see, it wasn't back-ordered. But either way, I have it. I thought it was good. I wanted to see this mainly because of the great actor, Matthew Lillard (I'm surprised no one on the reviews mention the scar) although it is kind of low budget, getting enough money to make this film would be worth spending. Man, what a good actor.<br /><br />The story it about a con artist known as Jack (Matthew Lillard) who 'claims' to have merchandises called The Spanish Judges. If you don't know what Spanish Judges are or haven't seen the trailer for this and this is the first review you have read, I won't even say what they are. I figure it would be a big twist of no one knew what it was. He needs protection, so he hires a couple who are also crooks, Max and Jamie (Vincent D'Onofrio and Valeria Golino) as well as a crook that goes by the name of Piece (Mark Boone Junior). He has a girlfriend who won't even tell anyone her name because she's from Mars, as she said. So they (mainly Jack) call her 'Mars Girl'. Everything starts out fine, but then it turns to one big game. A game that involves some lust, lies and betrayal.<br /><br />There was some over acting in it (Matt and Valeria, as well as Tamara, were not one of them). There were some scenes they could've done better and the score could've been a little better as well. Some of the score was actually good. The theme they used for the beginning and the end (before the credits) was a good song choice, that's my opinion. The fight scene in the end could've been a little longer and a little more violent, but what can you do? One more comment on Matt: Damn, he plays a smooth, slick con man.<br /><br />I know this is a review, but I need to make a correction towards NeCRo, one of the reviewers: Valeria Golino is not a newcomer. According to this site, she has been acting since 1983. To me, and hopefully to others, she is well known as Charlie Sheen's Italian love interest in both the 'Hot Shots!' movies. But good review.<br /><br />Although I think it's one of the rare films I've seen and it's really good (which is why I gave it 10 stars above), I will give the grade of what I thought when I first saw it.<br /><br />8/10"
60,1,"This is Wes Craven at his worst! this is the very worst horror, if you can call it horror, you will ever watch, esp from one of the masters of horror Wes Craven, Poor Direction, Poor Acting, Poor Set, Poor Atmosphere makes this the biggest pile of rubbish ever! the bad guy is totally unconvincing, you couldn't even feel sorry for the guy! the gore, and horror involved in the film is laughable, it's just plain rubbish! the only good points i can think of is, It stars Natasha Gregson Wagner, Giovanni Ribisi, and Lance Henriksen, but not even that cast, could stop this from spiralling out of control, and into one of the worst horrors ever. If you still ain't watch it yet, don't bother, you'll only hate it."
61,0,"I must admit that this is one of the few Lou Costello films that I actually saw in the theater. Most have now been seen on T.V. and I must admit that Lou is really enjoyable and he gets the girl,too. This was my first time seeing Dorothy Provine perform and of course I fell in love with her like so many others that day. I have seen most of the work she has done and enjoyed each one. Her performance in The Great Race is one of the reasons I bought the disc in the first place!<br /><br />Every comment on this movie tells that this is the one movie that Lou Costello did with out Bud Abbott,which is true,but if Lou had lived he would have made many more. He really does a good job and doesn't have to rely on his old routines to get laughs. I for one am sorry that the little man from Patterson,N.J. didn't get the chance to do that.<br /><br />I hope this comes out on DVD some time so I can add it to my comedy/sci fi collection."
62,1,"As a fan of the Sookie Stackhouse books, I find this series to be a totally crass representation of them. Vampire Bill is not very good looking and looks much older than described in the book. I found that they have made already wonderfully colourful characters seem very course and vulgar. One of the things I loved about the books is that despite all the crap that she is going through Sookie is always a lady, and yet in the TV series she doesn't seem like that at all. Not only that but the prejudices displayed in the TV series are not nearly as wide spread in the books. I didn't expect an exact replica of the books but I at least expected the feel of them to be used for the series."
63,0,"This Movie was amazing, it is the kind of movie where you watch it and rather than look at other movies by actor you look at other movies by director/ writer. Sandler did a good job working a character outside of his comfort zone and the always good Cheadle did a great job too. This movie is great for a mature intelligent audience. The acting was fantastic and can only be surpassed by the Writing and directing of the film. This film focuses on the real Americans, the past generation, no stereotypes or Racism just people who have come together and realized the true meaning of life. This film is about loss and coping. Instead of picking on Psychiatry, it defines it, not as someone who heals you magically, but rather through the necessity of talking out your feeling to an impartial someone you can trust will not judge you, but rather will guide you though your thoughts. This movie is all round amazing!"
64,1,"Becky Harris plays the female shopper whose misfortune it is to be in the store at the wrong time and obviously ONLY purpose to be in this film is to supply a reason to wear out remote controls! Miss Harris seems to me to be in her fifties or older when she first comes on the scene. Once the red haired thug is done with her it becomes apparent that this is no AARP queen. If these are not some of the finest assets ever displayed on celluloid, I want someone to clue me in. Absolutely breathtaking in my opinion and I literally wore out my VHS copy capturing her charms. I would like to know if this movie is available on DVD.<br /><br />The rest of this movie really is not worthy of mention. I was hoping to see something fairly convincing and intelligent, however I was disappointed on both counts. God Bless Becky Harris!"
65,0,"Fascist principal Miss Togar(Mary Woronov, who is lensed by expert photographer Dean Cundy as if she were ten feet tall)has a plan to turn her high completely square. Complications ensue which challenge that goal in delightful rock'n'roller Riff Randell(PJ Soles who lights up the screen--she's got a hot bod, too)who is an obsessive fan of the punk band THE RAMONES. Pal Kate Rambeau(Dey Young, whose big rimmed glasses and nerdy role can not hide her stunning beauty)joins forces with Riff to put an end to the supposed crisis of killing rock'n'roll for good which is Togar's desired mission.<br /><br />Vincent Van Patten has a hilarious role as Tom Roberts, a success at everything, but getting laid. Kate is crazy about Tom..if only he could pull his head out of the sand and see it. Clint Howard steals the film almost(honestly, who can steal this film away from Soles?)as Eaglebauer, 'the supplier' who can get everyone almost anything. His office is located in the boy's restroom! Paul Bartel is also hilarious as a music teacher who becomes an ally of Riff's when he enjoys a concert of THE RAMONES.<br /><br />A raucous high school romp that defies all rules of normalcy..and I loved it. It's like someone just says, 'Let's make life fun for 1½ hours.' The film really is anarchy..a plot-less chaos lovingly adoring THE RAMONES with all it's heart(even if they are horrible actors, they have an opportunity to gain new audiences with this film).<br /><br />The ending pretty much sums up the film as a whole..Riff and her classmates take over the high school and one massive party begins. To be honest, I didn't want the party to end! Not conventional in any way whatsoever, this film just let's loose a frenzy. Accompanied by a great rock soundtrack featuring some of THE RAMONES best songs, this film allows a viewer to accept a time in life when war didn't dominate headlines and people just had a good time. Those, I guess were the days."
66,1,"The movie blood and chocolate is NOTHING like the book. The plot has totally changed and whoever chose the cast needed to read the book. First the girl is not an introvert Aden is. Vivian was the one that chased Aden. Her mother was to have survived and be the one after Gabriel. Astrid was the one that did all the murders along with Ralf an ex of Vivian's. Gabriel is not old. He is old looking. And Aden DID NOT get Vivian in the end, Gabriel did. The title came from Vivian comparing kisses from Aden (sweet like chocolate) and Gabriel(delicious like blood). She picked blood because it promised more and he understood her more. That reminds me, Gabriel is not against humans like in the movie. He just avoids intimacy with them because they hurt him in the past. Really the book is sooooooo much better than the movie. But if you want o see running, a dating montage, and a lot of jumping. Then this is the movie to see."
67,0,"I enjoyed this film, which offers a variety of interesting subplots and complex love-hate relations, along with interspersed action scenes and some lighthearted moments in which the mountain men counter harsh army discipline. All the main characters are well cast. True, John Wayne or Robert Mitchum could probably have done the starring role just as well, but Victor Mature certainly comes across as a headstrong brawling Tarzan of sorts. Reminds me of his film role as Samson, another difficult, but not impossible, man to tame.<br /><br />The mountain men in the opening scene are certainly an anachronism, as the era of pure trapper mountain men pretty much ended 20 years before, with the collapse of western beaver populations as well as the fashion market for beaver pelts. This story supposedly takes place in Oregon just before the end of the Civil War. Judging by the volcano in the background of the opening scene(probably Mt. Lassen), the fictional fort was located somewhere in a remote section of the Cascades, as we never see any other civilians. However, there is plenty of conflicting evidence that it actually takes place in the mountains of Wyoming or Montana! Red Cloud, the war chief who threatens the trappers and soldiers in the fort, is the namesake of a very famous Sioux war chief who led a very successful campaign in 1865-66 to exterminate the newly built army forts in Wyoming and Montana. Fort Laramie(eastern Wyoming)is mentioned as being not too far removed from the fictional fort. The plains tribe of Assiniboines is mentioning as joining Red Cloud. This aspect of the story, then, bears a general resemblance to historical fact.<br /><br />It may be of interest to note certain resemblances between the plot of this story and that of John Ford's 'Fort Apache'. In both cases, we have a fort commander who was recently assigned to his first frontier post with Native American problems. He underestimates the military prowess of his adversaries, regarding them as little more than cannon fodder to promote his career. In both films, he pays dearly for his inexperience in dealing with the enemy.. Also in common, the greenhorn commander resents a subordinate who has long experience with the local Native Americans and wants to tell him what is wise to do and not to do. In both films, we have a budding romantic relaionship between a woman very close to the commander's heart and a subordinate, which the commander does everything to squelch. Clearly, the commander must be eliminated to allow these romances to proceed to completion.<br /><br />I also see certain resemblances with 'The Misfits'. The soldiers, as a whole, including the commander, are misfits of a sort((as one of them admits): mostly they have 'problems' or are raw recruits with no experience fighting Native Americans. The commander's wife apparently is the only woman in or anywhere near this fort, thus is inherently a misfit, with a husband who is very uncertain of his future in the army. The trappers, in turn, are also misfits, not really wanting to accept army or civilian discipline, yet cut off from their previous free spirit lives by the recent army-generated antagonism by Red Cloud. <br /><br />Finally, we can also compare this story with Anthony Mann's later film 'The Far Country', starring Jimmy Stewart. In Stewart's case, he can choose to return to being a loner cowboy, at the end. But Mature's character doesn't come up with an appetizing new way of being his own boss. Red Cloud has made life outside of the army in this region too dangerous to contemplate. Besides, he has an obsession with the Commander's wife."
68,1,"Like another ticket buyer I saw a nice cute poster about this film, it's five star review, and awards won. Thought what the heck, let's by a ticket for myself and my two sons. BAD IDEA. The movie was not a family film, it was gratuitous, and it contained nothing worth watching."
69,0,"People talk about how horrible the script was, and how horrible the animation was, but Rainbow Brite and the Star Stealer really is a Japanese Anime aimed towards children. If you look at the anime today it's done in the same style, and it's immensely popular. I don't think this movie was ever intended to be viewed by adults. Just as I don't think it was ever intended to be serious. The very things that people seem to hate about this movie are the things that I love. Rainbow Brite is one of the best cartoon characters ever created in my opinion. She's smart. She's funny. She cares about the enviorment. She cares about her friends. This movie can teach so much to young kids. My little brothers even liked this movie. I have to say this movie taught me a lot when I was a kid. When it came out on DVD I was first in line to buy it. It's a great kids movie. So what if it's not perfect, nothing is really perfect when you look closely enough at it."
70,1,"First of all, the reason I'm giving this film 2 stars instead of 1 is because at least Peter Falk gave his usual fantastic performance as Lieutenant Columbo. He alone can get 10 stars for trying to save this otherwise utterly worthless attempt at making a movie.<br /><br />I was initially all fired up at reading one poster's comment that Andrew Stevens in this movie gave 'the performance of his career.' To me, it was the abysmal performance by Stevens that absolutely ruined this movie, and so I was all prepared to hurl all sorts of insults at the person who made the aforementioned comment. Then I thought to myself, what else has Stevens done? So I checked and, you know, that person was absolutely right. In the 17 years since this Columbo movie was made, apparently every one of the 33 projects that Stevens has been in since then has been utter crap, so it is doubtful that anybody has even seen the rest of his career.<br /><br />If you like Columbo, see every other of the 69 titles before watching this one. Do yourself a favor and save the worst for last."
71,0,"This film is a knockout, Fires on the plain referred to is, (the burning off at the end of harvest time) A happy memory for Tamura, He relives this in his mind many time's,and at the end of this bleak film, Like a man dying of thirst, he believe's he is home and this last illusion is all he has left. Billy Wilder's The Big Carnival (Ace in the hole) is the only film (that comes to mind)that is as bleak as this little masterpiece by Kon Ichikawa. While I think the whole film is brilliant Two scenes that come to mind are when a platoon of Japanese soldiers trying to escape (Crawling on there belly's)are ambushed by Americans and massacred,True Horror, And as an American soldier and a pretty Philippine Girl soldier are having a cigarette on the side on the road, she smiles as she flits with the yank,then her face Changes to rage as she see's two Japanese soldiers trying to surrrender, she grabs a gun and kills them with joy, The American soldier attempts to stop her but has no chance , to me this speaks volumes at the atrocity's committed by the Japanese in the Philippines, all in all a great film if you have the stomach for it."
72,1,"This movie does not really promote kids to be nicer and have better attitudes, as a family movie should, and this wouldn't be considered family anyway because it has some things in it that children shouldn't be seeing. Not the best ABC Family film if you ask me. If there were less sexual themes in the movie, then maybe it would be better. Hollywood isn't doing anything to make a movie better by adding in sexual situations. There's really no reason for them. At least this is a TV movie. I wouldn't want to waste my money on this garbage by renting it. If you have other things to do other than watch this movie, please proceed to them."
73,0,"This movie has an all star cast, John Candy, Richard Lewis, Ornella Mutti, Cybill Shepard, and Jim Belushi to name a few, run amuck in Monte Carlo, as well as some other beautiful European locations, and is very funny. The trouble that everyone gets in when they lie to protect themselves is great, and I highly recommend that you see this movie, it is well worth it! John Candy is in top form in Once Upon A Crime, as is everyone else! If you and your family are looking for a great family film, this is your ticket. Everyone gives stellar performances, great acting, great comedy, and great timing, which is rare in movies these days. Great plot, great mystery, (which I love anyways) and overall, well worth the money you spend on it. So get the kids, grab some popcorn, juice, or tea, or sodas, and enjoy the show!!!!"
74,1,"The book, while not particularly great, was decent, but this movie completely changes it. A lot of the elements of the story are consistent between the book and the movie, but Dr. Ross' character goes from a creatively written character who lives for money and ends up causing the volcanic eruption with her greed to a heart-on-her-sleeve damsel in distress who won't do anything if she even catches the slightest hint that it might be less than noble. When movies change the book that much but keep the same name, it should be a crime."
